Name,Frequency,Confidence,Primary_Role,Affiliation,Variants,File_Count
Without Several Questions,1,low,unknown,,,1
Burke Go Ahead,1,low,unknown,,,1
Alvand Warren Mr,1,low,unknown,,,1
Fasted Here Anybody,1,low,unknown,,,1
Thomson Affirmative Consent,1,low,legislator,,,1
Centered Low Miss,1,low,official,,,1
Suites Are One,1,low,legislator,,,1
Baca Workers Representatives,1,low,legislator,,,1
Robocop And Madam,1,low,legislator,,,1
Rafal Continental,1,low,legislator,,,1
Which Will Soon,1,low,legislator,,,1
Miss Becky Rally,1,low,official,,,1
Romero And House,1,low,official,,,1
Romeo And How,1,low,official,,,1
Welcome Dr All,1,low,official,,,1
Perhaps Could Addresses,1,low,official,,,1
Dr Rommel,1,low,official,,,1
Rachel And Mary,1,low,official,,,1
Chesterman Has Appropriation,1,low,unknown,,,1
Barber Medina President,1,low,expert,,,1
Colin Bowman,1,low,expert,,,1
Hawker Are Interim,1,low,expert,,,1
Matt Damon,1,low,public,,,1
Philip Benedict,1,low,public,,,1
Dr Colin Bowman,1,low,public,,,1
Raul Rodriguez,1,low,public,,,1
Montoya Please When,1,low,legislator,,,1
One Moment Mr,1,low,legislator,,,1
Montoya Do All,1,low,legislator,,,1
Montoya Is Home,1,low,legislator,,,1
Montoya Can Respond,1,low,legislator,,,1
Chatfield Up Quick,1,low,legislator,,,1
Not As Question,1,low,legislator,,,1
Montoya Comes From,1,low,legislator,,,1
Garrett Reader,1,low,legislator,,,1
Trujillo Also Action,1,low,legislator,,,1
Lente Death,1,low,legislator,,,1
Put Three Staff,1,low,legislator,,,1
Romero For Sponsoring,1,low,legislator,,,1
Christine Trujillo Our,1,low,legislator,,,1
Board Member,1,low,legislator,,,1
Carat Has Brought,1,low,legislator,,,1
Who Were Baca,1,low,legislator,,,1
Are In Support,1,low,official,,,1
Those Three Organizations,1,low,official,,,1
About The Whole,1,low,official,,,1
Romero To Present,1,low,official,,,1
Say No Further,1,low,official,,,1
Gradual Could Answer,1,low,official,,,1
Schmidt To Help,1,low,unknown,,,1
Resigned Out Our,1,low,unknown,,,1
Ellen Byrne Sting,1,low,expert,,,1
Byrne Steen Stated,1,low,expert,,,1
Burn Sting Our,1,low,expert,,,1
Sonya Romero,1,low,public,,,1
Mal Moya,1,low,legislator,,,1
Every School Right,1,low,legislator,,,1
Vincent Said Earlier,1,low,legislator,,,1
Garrett Is Right,1,low,legislator,,,1
Maor Bob Moyer,1,low,legislator,,,1
Each Contact Hour,1,low,legislator,,,1
Gonzalez And House,1,low,legislator,,,1
Urola,1,low,legislator,,,1
Gudola,1,low,legislator,,,1
Ca Alejandra,1,low,legislator,,,1
Talking About Like,1,low,official,,,1
Appreciate The Legislation,1,low,official,,,1
Willis,1,low,unknown,,,1
Treman,1,low,unknown,,,1
Chemova Do Pass,1,low,unknown,,,1
Blakely From Aps,1,low,expert,,,1
Cole Rodriguez,1,low,public,,,1
Doctor Blakely,1,low,lobbyist,APS I was just asking her,,1
Lane Yes Right,1,low,legislator,,,1
Trujillo Yes Madam,1,low,legislator,,,1
Rehm Or Hear,1,low,legislator,,,1
Result When Personal,1,low,legislator,,,1
Rehm Is Presenting,1,low,legislator,,,1
Atlanta And New,1,low,legislator,,,1
Bob Us Questions,1,low,legislator,,,1
Floor Mr Miller,1,low,legislator,,,1
Lara Mr Miller,1,low,legislator,,,1
Laura Have Done,1,low,legislator,,,1
Floor Next Year,1,low,legislator,,,1
Before An Answer,1,low,legislator,,,1
Rehm Is Making,1,low,legislator,,,1
Ring But First,1,low,legislator,,,1
Testified Monday Virtually,1,low,legislator,,,1
Redeem To Possible,1,low,legislator,,,1
Rehm Smaller Districts,1,low,legislator,,,1
Read About How,1,low,legislator,,,1
Rehm If Somebody,1,low,legislator,,,1
Lago,1,low,legislator,,,1
Glad You'Re,1,low,legislator,,,1
Block To Change,1,low,legislator,,,1
Block The Question,1,low,legislator,,,1
Block As Far,1,low,legislator,,,1
Block At What,1,low,legislator,,,1
Block Is Putting,1,low,legislator,,,1
Real Quick About,1,low,legislator,,,1
Block Is Actually,1,low,legislator,,,1
John Memorial Two,1,low,legislator,,,1
But Of Mr,1,low,official,,,1
Us County,1,low,official,,,1
Perfect Segue Into,1,low,official,,,1
Also As Far,1,low,official,,,1
Those Were What,1,low,official,,,1
Mister Simon Motor,1,low,official,,,1
Without Will Stand,1,low,official,,,1
Mister Please,1,low,official,,,1
Just Have One,1,low,official,,,1
Every Person Working,1,low,official,,,1
Chairs Are Present,1,low,unknown,,,1
Mr Derive,1,low,unknown,,,1
Miller Agency Second,1,low,unknown,,,1
Speaker Aren,1,low,unknown,,,1
Joshua Granada,1,low,public,,,1
Result Of Army,1,low,legislator,,,1
Thomas Thompson Part,1,low,legislator,,,1
Thompson Is Set,1,low,legislator,,,1
Thompson Says Betul,1,low,legislator,,,1
Plaintiffs Many Us,1,low,legislator,,,1
Romero Of Course,1,low,legislator,,,1
Special Education Directors,1,low,legislator,,,1
Eighteen Separate Affiliates,1,low,legislator,,,1
Thompson How Many,1,low,legislator,,,1
Talked About Activities,1,low,legislator,,,1
Thompson This Call,1,low,legislator,,,1
Thompson Rather Than,1,low,legislator,,,1
Garrett Covered,1,low,legislator,,,1
Ezzell What Line,1,low,legislator,,,1
Ezzell On Line,1,low,legislator,,,1
Ezzell We Start,1,low,legislator,,,1
They'Ll Each,1,low,legislator,,,1
Thomson Mention,1,low,legislator,,,1
Ezzell State Law,1,low,legislator,,,1
Ezzell In General,1,low,legislator,,,1
Marable Maria,1,low,legislator,,,1
Garrett And Others,1,low,legislator,,,1
Happy To Grant,1,low,legislator,,,1
Millions Question About,1,low,legislator,,,1
Thomson Recognize When,1,low,legislator,,,1
Thompson You'Ve,1,low,legislator,,,1
Domingo Pueblo New,1,low,legislator,,,1
Because Dolly Said,1,low,official,,,1
Interim Secretary Padilla,1,low,official,,,1
Who Was Appointed,1,low,official,,,1
Position Indian Education,1,low,official,,,1
Positions In Across,1,low,official,,,1
State Special Director,1,low,official,,,1
Within The Bureau,1,low,official,,,1
Specific To Special,1,low,official,,,1
Within Their District,1,low,official,,,1
Which Will Increase,1,low,official,,,1
Paul To Give,1,low,unknown,,,1
Please Ma'Am,1,low,unknown,,,1
Jones And Along,1,low,unknown,,,1
Rangel Said Forty,1,low,unknown,,,1
Loretta Setasides Into,1,low,expert,,,1
Laura Speer,1,low,public,,,1
Jerry Lynn,1,low,public,,,1
Jim Jacksonville,1,low,public,,,1
Madrid Care,1,low,legislator,,,1
Are Bokoblins,1,low,legislator,,,1
Christine Trujillo Care,1,low,legislator,,,1
From That'Ll,1,low,legislator,,,1
Brown For Caring,1,low,legislator,,,1
Brown You All,1,low,legislator,,,1
Lara They Met,1,low,legislator,,,1
Then Mr Mr,1,low,legislator,,,1
Lara The Money,1,low,legislator,,,1
But The Idea,1,low,legislator,,,1
Brown It Seems,1,low,legislator,,,1
When The More,1,low,legislator,,,1
Yeah The Outreach,1,low,legislator,,,1
Lujan Place,1,low,legislator,,,1
Lujan As State,1,low,legislator,,,1
Lujan And Partners,1,low,legislator,,,1
Lands That Mr,1,low,legislator,,,1
Lente And Mr,1,low,legislator,,,1
Noticed Some Line,1,low,legislator,,,1
Trails Are Going,1,low,legislator,,,1
Trujillo Is Coming,1,low,legislator,,,1
Trujillo Is Right,1,low,legislator,,,1
Currently In Statute,1,low,legislator,,,1
Thomson Something Happened,1,low,legislator,,,1
Steven Bell Said,1,low,legislator,,,1
Novell Is From,1,low,legislator,,,1
Colleges Independent Community,1,low,legislator,,,1
Very Important Strategy,1,low,legislator,,,1
Thought,1,low,legislator,,,1
Emeritus Is Very,1,low,official,,,1
Romero Carlsbad Local,1,low,official,,,1
Mao This Isn,1,low,official,,,1
Not Gonna Turn,1,low,official,,,1
Mr Hate Mistrust,1,low,official,,,1
Gap In Our,1,low,official,,,1
Between Line Six,1,low,official,,,1
Carlstadt,1,low,unknown,,,1
Heebner Ms Austin,1,low,unknown,,,1
Heaton If They,1,low,unknown,,,1
Heating,1,low,unknown,,,1
Heating To Start,1,low,unknown,,,1
Keating,1,low,unknown,,,1
Heating You Want,1,low,unknown,,,1
Mark Buckles Presently,1,low,expert,,,1
Martha,1,low,public,,,1
Andrew Eckels,1,low,public,,,1
Bruce,1,low,public,,,1
Terry Dodson,1,low,public,,,1
Goold,1,low,legislator,,,1
Gurola Was Doing,1,low,legislator,,,1
Baca Getting Confused,1,low,legislator,,,1
Torres Velasquez Mentioned,1,low,legislator,,,1
Lara Not Pass,1,low,legislator,,,1
Murbal Moya,1,low,legislator,,,1
Robo,1,low,legislator,,,1
Marri Balmoy,1,low,legislator,,,1
About Our State,1,low,legislator,,,1
Farry,1,low,legislator,,,1
Farris,1,low,legislator,,,1
Torres Vales Vales,1,low,legislator,,,1
Ortiz Could Not,1,low,legislator,,,1
Ortiz Pino Brought,1,low,legislator,,,1
Represented Sheffield,1,low,official,,,1
Jacob Mall,1,low,official,,,1
Troy Clark From,1,low,official,,,1
With That Said,1,low,official,,,1
Frazer,1,low,unknown,,,1
Declan Pat,1,low,public,Ames,,1
Lorena Valencia,1,low,public,"Eastern
New Mexico University",,1
Carrara Tamimi,1,low,public,,,1
Darian Trujillo,1,low,public,,,1
Steven Mango,1,low,public,,,1
Ian Rhodes,1,low,public,,,1
Charles Long,1,low,public,,,1
Steven Hong,1,low,public,,,1
Calvin Lyon,1,low,public,,,1
Ariel Hole,1,low,public,,,1
Lilian Lopez,1,low,public,,,1
Jasonerro,1,low,public,,,1
Lynn Jenner,1,low,public,,,1
Ken Harman,1,low,public,,,1
Lucy Ortiz,1,low,public,,,1
Michaela Gonzalez,1,low,public,,,1
Elia Stanton,1,low,public,,,1
Alexandria Lavazzo,1,low,public,,,1
Anastasia Wells,1,low,public,,,1
Declan Paget,1,low,public,Ames as a freshman,,1
Natalie Hernandez,1,low,public,,,1
Antonio Chavez,1,low,public,,,1
Valentina Padilla,1,low,public,,,1
Andy Stoker,1,low,public,AMS,,1
Tom Chesney,1,low,public,,,1
Elija Gano,1,low,public,,,1
Ahmed Garba,1,low,public,,,1
Geller,1,low,public,,,1
Dean Nelson,1,low,lobbyist,"Highlands University School of
Social Work",,1
Las Vegas,1,low,lobbyist,"State BHI
I can tell you that this is
absolutely needed",,1
Sweetser Present,1,low,legislator,,,1
Lente Please Welcome,1,low,legislator,,,1
Let Their All,1,low,legislator,,,1
Lente Is Bringing,1,low,legislator,,,1
Lente For Introducing,1,low,legislator,,,1
Twenty For Introducing,1,low,legislator,,,1
Lente For Continue,1,low,legislator,,,1
Twenty Four Presented,1,low,legislator,,,1
Lente For All,1,low,legislator,,,1
Sweetser First Please,1,low,legislator,,,1
Sweetser Said What,1,low,legislator,,,1
Carried,1,low,legislator,,,1
Three Terabyte Colorado,1,low,legislator,,,1
Lente For Being,1,low,legislator,,,1
Lente Two Brings,1,low,legislator,,,1
Baca Perhaps,1,low,legislator,,,1
Lente And Actually,1,low,legislator,,,1
Lente You Make,1,low,legislator,,,1
Lente And With,1,low,legislator,,,1
Garrett So Madam,1,low,legislator,,,1
Lujan The Presenters,1,low,legislator,,,1
Lara That With,1,low,legislator,,,1
Every Year Come,1,low,legislator,,,1
Already In Position,1,low,legislator,,,1
Responsibilities As Legislators,1,low,legislator,,,1
Any Others With,1,low,legislator,,,1
Roybal Caballero Together,1,low,legislator,,,1
Serrato House Bill,1,low,legislator,,,1
Serrato To Help,1,low,legislator,,,1
Very Common But,1,low,legislator,,,1
Colaio,1,low,legislator,,,1
Thanks To Superintendent,1,low,legislator,,,1
Serrato Like,1,low,legislator,,,1
Roybal Curry,1,low,legislator,,,1
Trujillo The Motion,1,low,legislator,,,1
Begun Since Beginning,1,low,legislator,,,1
Tate Sanitization Stations,1,low,legislator,,,1
Mitchell Welcome Back,1,low,official,,,1
Leave Language Teachers,1,low,official,,,1
Carlos Romero Associate,1,low,official,,,1
Chopped So Mouthwash,1,low,official,,,1
Legislators And Fellow,1,low,official,,,1
Directed At Dr,1,low,official,,,1
Let Sharing Sessions,1,low,official,,,1
With What Our,1,low,official,,,1
Idea Because,1,low,official,,,1
Steinhaus Is Been,1,low,official,,,1
But Certainly Mr,1,low,official,,,1
Ped And Making,1,low,official,,,1
Please Your Request,1,low,official,,,1
Finances Any Public,1,low,official,,,1
Austin Santa Fe,1,low,official,,,1
Correction,1,low,official,,,1
Jeremy Welcome Back,1,low,official,,,1
Lewis Along With,1,low,unknown,,,1
Lewis And Johnny,1,low,unknown,,,1
Martin From Jenny,1,low,unknown,,,1
Present Lara,1,low,unknown,,,1
Chavez The Superintendent,1,low,unknown,,,1
Sims Spoke Regarding,1,low,expert,,,1
Judy Remiges,1,low,expert,,,1
Reinhardt Said Very,1,low,expert,,,1
Christine Stands With,1,low,expert,,,1
Says Be Expand,1,low,expert,,,1
Stands To See,1,low,expert,,,1
Stands Mentioned Kind,1,low,expert,,,1
From Eastern New,1,low,expert,,,1
Tina Santa,1,low,public,,,1
Peter Garcia,1,low,public,,,1
Mr Martin,1,low,lobbyist,"Jenny public
school district",,1
Chatfield Had Message,1,low,legislator,,,1
Please House Bill,1,low,legislator,,,1
Gary Education Leaders,1,low,legislator,,,1
Chatfield The Financial,1,low,legislator,,,1
Address Specifically Outside,1,low,legislator,,,1
Dal,1,low,legislator,,,1
Thankful Ten,1,low,legislator,,,1
Sweetser Yep,1,low,legislator,,,1
Garrett Sure,1,low,legislator,,,1
Study,1,low,legislator,,,1
Us Hearing Jana,1,low,legislator,,,1
Mr As Compelling,1,low,legislator,,,1
Ferrary Please,1,low,legislator,,,1
Trujillo Likes Madam,1,low,legislator,,,1
Result You Side,1,low,legislator,,,1
Our Ball Club,1,low,legislator,,,1
Ellenberg Steam From,1,low,official,,,1
They Have Some,1,low,official,,,1
Cultural Please Call,1,low,official,,,1
But Was Not,1,low,official,,,1
Spell And Mr,1,low,unknown,,,1
President You Interjection,1,low,unknown,,,1
Excuse Me Mr,1,low,unknown,,,1
Lovell And Misco,1,low,unknown,,,1
Byrne Steen Looking,1,low,expert,,,1
Torrez Available,1,low,expert,,,1
Burns Steen Basically,1,low,expert,,,1
Student In Dr,1,low,expert,,,1
Anna Marie Luna,1,low,public,,,1
Mitterbaugh,1,low,legislator,,,1
John Diarch,1,low,lobbyist,AFT New Mexico,,1
Garrett Shared School,1,low,legislator,,,1
Garrett Said,1,low,legislator,,,1
Baca About,1,low,legislator,,,1
Roel Caballer Caballero,1,low,legislator,,,1
Color,1,low,legislator,,,1
Chatfield Stole Half,1,low,legislator,,,1
Chapfield Said,1,low,legislator,,,1
Jackfield,1,low,legislator,,,1
Represento,1,low,official,,,1
Down To Our,1,low,official,,,1
Assistant Superintendent,1,low,official,,,1
Trim,1,low,unknown,,,1
Marzano,1,low,unknown,,,1
Lesco,1,low,unknown,,,1
Panzarella,1,low,unknown,,,1
Supportive,1,low,public,,,1
John Dirts,1,low,lobbyist,AFT New Mexico,,1
Funding This Bills,1,low,legislator,,,1
Madrid Um Ma,1,low,legislator,,,1
Laura Second From,1,low,legislator,,,1
Rays Models Instead,1,low,official,,,1
Expect English Really,1,low,official,,,1
Churches Have Actually,1,low,official,,,1
How Will Executive,1,low,official,,,1
Colorado In Dupas,1,low,official,,,1
Quality New Mexico,1,low,official,,,1
Electives,1,low,legislator,,,1
Meet Only Million,1,low,legislator,,,1
Ezzell No Not,1,low,legislator,,,1
Sakes,1,low,legislator,,,1
Office Said These,1,low,legislator,,,1
Spring The Support,1,low,legislator,,,1
Laws Talked About,1,low,legislator,,,1
Lara That Talks,1,low,legislator,,,1
Muddy Bottom Way,1,low,legislator,,,1
Harper Among Others,1,low,legislator,,,1
Romero And Leisure,1,low,official,,,1
John Jg New,1,low,official,,,1
Knows Better Than,1,low,official,,,1
Run,1,low,official,,,1
You'Re Considering,1,low,official,,,1
Wash For Superintendent,1,low,official,,,1
Bill Richardson Working,1,low,official,,,1
Warniment And Sunny,1,low,expert,,,1
Gino Centria,1,low,public,,,1
Danny Parker,1,low,public,,,1
All Things,1,low,public,,,1
Serrato Joins Us,1,low,legislator,,,1
Lujan Walks Through,1,low,legislator,,,1
Serrato You'Re,1,low,legislator,,,1
Lujan Is Going,1,low,legislator,,,1
Chatfield So Right,1,low,legislator,,,1
Much Cut Right,1,low,legislator,,,1
Lujan Yet Again,1,low,legislator,,,1
Mr Cherry,1,low,legislator,,,1
Director Commit Code,1,low,legislator,,,1
Serrato Knows Something,1,low,legislator,,,1
Mentioned Community Schools,1,low,legislator,,,1
Since It Seems,1,low,legislator,,,1
Sanchez Have Indicated,1,low,legislator,,,1
Click,1,low,legislator,,,1
Dow Was Mentioning,1,low,legislator,,,1
Roybal Caballero Brought,1,low,legislator,,,1
Sarinana In House,1,low,legislator,,,1
Sarinana Please When,1,low,legislator,,,1
Dow Where Site,1,low,legislator,,,1
Dow Again Teaching,1,low,legislator,,,1
Roch Superintendent Rush,1,low,legislator,,,1
Dow Raise Some,1,low,legislator,,,1
Trujillo For Bring,1,low,legislator,,,1
Wants To Make,1,low,legislator,,,1
Garrett Didn,1,low,legislator,,,1
Rebel Commander,1,low,legislator,,,1
With With Our,1,low,official,,,1
Special Education Gifted,1,low,official,,,1
German Star,1,low,official,,,1
Our Work Best,1,low,official,,,1
Just Quit Their,1,low,official,,,1
Dennis Roch Speaking,1,low,official,,,1
With The Time,1,low,official,,,1
Who Just Previously,1,low,official,,,1
Simon Mentioned Earlier,1,low,unknown,,,1
St Place Mr,1,low,unknown,,,1
Senate From Ped,1,low,unknown,,,1
Eligible For Higher,1,low,unknown,,,1
Heather Bassett,1,low,expert,,,1
Pages To Deal,1,low,expert,,,1
Doctors Said Leo,1,low,expert,,,1
Diane Garcia,1,low,public,,,1
Culturally And Linguistically,1,low,legislator,,,1
Garage And Represent,1,low,legislator,,,1
Meant Things Sponsor,1,low,legislator,,,1
Garrett Has Said,1,low,legislator,,,1
Gear To Not,1,low,legislator,,,1
Garage,1,low,legislator,,,1
Those Of Her,1,low,official,,,1
How Do Those,1,low,official,,,1
Having Said,1,low,official,,,1
All The Techniques,1,low,official,,,1
Passage Of House,1,low,unknown,,,1
Elizabeth Garcher,1,low,expert,,,1
Says Anybody,1,low,expert,,,1
Mexico School Superintendents,1,low,legislator,,,1
Bach As Any,1,low,legislator,,,1
Mirabel Lloyd,1,low,legislator,,,1
Lane Had Mentioned,1,low,legislator,,,1
Thompson To Come,1,low,legislator,,,1
Mexico For Substation,1,low,legislator,,,1
Thompson For Continuing,1,low,legislator,,,1
Thomson For Retire,1,low,legislator,,,1
Baca Exactly What,1,low,legislator,,,1
Itself With Questions,1,low,legislator,,,1
Thompson In Light,1,low,legislator,,,1
Thompson Under Significant,1,low,legislator,,,1
Thompson This Particular,1,low,legislator,,,1
Maybe They'Ll,1,low,legislator,,,1
Thompson One Final,1,low,legislator,,,1
These Also Before,1,low,legislator,,,1
Thomson Has Says,1,low,legislator,,,1
With Disabilities Intellectual,1,low,legislator,,,1
Thompson Does Any,1,low,legislator,,,1
Who Get Training,1,low,legislator,,,1
Woods And Ready,1,low,legislator,,,1
Merrill For Bringing,1,low,official,,,1
